,text,entities
93,94th family: Queen vibrant workers actively foraging drone presence high eggs plentiful with ten honey frames well-stocked.,"[[13, 18, 'QUEEN'], [19, 26, 'HEALTHSTATUS'], [27, 34, 'WORKER'], [53, 58, 'QUEEN'], [93, 109, 'HONEYFRAMES'], [110, 122, 'HEALTHSTATUS']]"
94,95th family: Queen not found workers disorganized few drones eggs scarce and only three honey frames filled.,"[[13, 18, 'QUEEN'], [29, 36, 'WORKER'], [50, 53, 'HEALTHSTATUS'], [54, 60, 'DRONE'], [66, 72, 'HEALTHSTATUS'], [82, 100, 'HONEYFRAMES']]"
95,96th family: Queen newly installed workers adapting drone count improving good egg production and eight frames nearing capacity.,"[[13, 18, 'QUEEN'], [35, 42, 'WORKER'], [43, 51, 'HEALTHSTATUS'], [52, 57, 'DRONE'], [98, 110, 'HONEYFRAMES'], [111, 127, 'HEALTHSTATUS']]"
96,97th family: Queen healthy strong worker activity ample drones high egg count and seven honey frames fully capped.,"[[13, 18, 'QUEEN'], [34, 40, 'WORKER'], [50, 55, 'HEALTHSTATUS'], [56, 62, 'DRONE'], [63, 77, 'EGGCOUNT'], [82, 100, 'HONEYFRAMES'], [101, 113, 'HEALTHSTATUS']]"
97,98th family: Queen aging workers maintaining drones sparse egg laying reduced and five honey frames partially filled.,"[[13, 18, 'QUEEN'], [19, 24, 'HEALTHSTATUS'], [25, 32, 'WORKER'], [33, 44, 'HEALTHSTATUS'], [45, 51, 'DRONE'], [59, 77, 'EGGCOUNT'], [82, 99, 'HONEYFRAMES']]"
98,99th family: Queen productive worker bees energetic drones plentiful eggs abounding and nine frames filled with honey.,"[[13, 18, 'QUEEN'], [19, 29, 'HEALTHSTATUS'], [30, 36, 'WORKER'], [42, 51, 'HEALTHSTATUS'], [52, 58, 'DRONE'], [69, 83, 'EGGCOUNT'], [88, 99, 'HONEYFRAMES'], [112, 117, 'BEEPRODUCT']]"
99,100th family: Queen absent worker bees unsettled drone numbers low poor egg output and four honey frames incomplete.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [27, 33, 'WORKER'], [49, 54, 'DRONE'], [76, 82, 'HEALTHSTATUS'], [87, 104, 'HONEYFRAMES']]"
100,101st family: Queen visible workers thriving drones active robust egg count and ten frames brimming with honey.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [36, 44, 'HEALTHSTATUS'], [45, 51, 'DRONE'], [59, 75, 'EGGCOUNT'], [80, 90, 'HONEYFRAMES'], [105, 110, 'BEEPRODUCT']]"
101,102nd family: Queen weak workers slow few drones eggs limited and only six honey frames partly filled.,"[[14, 19, 'QUEEN'], [20, 24, 'HEALTHSTATUS'], [25, 32, 'WORKER'], [42, 48, 'DRONE'], [49, 61, 'EGGCOUNT'], [71, 87, 'HONEYFRAMES'], [88, 101, 'HEALTHSTATUS']]"
102,103rd family: Queen efficient workers busy good drone population eggs numerous and eight honey frames topped up.,"[[14, 19, 'QUEEN'], [30, 37, 'WORKER'], [43, 47, 'HEALTHSTATUS'], [48, 53, 'DRONE'], [65, 78, 'EGGCOUNT'], [83, 101, 'HONEYFRAMES'], [102, 108, 'HEALTHSTATUS']]"
103,104th family: Queen missing workers lethargic drones declining low egg count and five honey frames barely utilized.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [46, 52, 'DRONE'], [63, 80, 'EGGCOUNT'], [81, 98, 'HONEYFRAMES'], [99, 114, 'HEALTHSTATUS']]"
104,105th family: Queen laying well workers vibrant drones healthy eggs copious and seven frames densely packed with honey.,"[[14, 19, 'QUEEN'], [20, 31, 'HEALTHSTATUS'], [32, 39, 'WORKER'], [48, 54, 'DRONE'], [63, 75, 'EGGCOUNT'], [80, 92, 'HONEYFRAMES'], [93, 107, 'HEALTHSTATUS'], [113, 118, 'BEEPRODUCT']]"
105,106th family: Queen absent workers doing minimal foraging drones scarce eggs sparse and three honey frames slowly filling.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [27, 34, 'WORKER'], [41, 57, 'HEALTHSTATUS'], [88, 106, 'HONEYFRAMES']]"
106,107th family: Queen strong worker activity high adequate drones good egg production and nine honey frames ready for harvest.,"[[14, 19, 'QUEEN'], [27, 33, 'WORKER'], [43, 47, 'HEALTHSTATUS'], [48, 56, 'HEALTHSTATUS'], [57, 63, 'DRONE'], [69, 83, 'EGGCOUNT'], [88, 105, 'HONEYFRAMES']]"
107,108th family: Queen seen workers efficient drones sufficient eggs well-laid and six honey frames fully capped.,"[[14, 19, 'QUEEN'], [20, 24, 'HEALTHSTATUS'], [25, 32, 'WORKER'], [43, 49, 'DRONE'], [61, 75, 'EGGCOUNT'], [80, 96, 'HONEYFRAMES']]"
108,109th family: Queen energetic workers highly active drones numerous eggs prolific with eight honey frames capped.,"[[14, 19, 'QUEEN'], [20, 29, 'HEALTHSTATUS'], [30, 37, 'WORKER'], [68, 81, 'EGGCOUNT'], [87, 105, 'HONEYFRAMES'], [106, 112, 'HEALTHSTATUS']]"
109,110th family: Queen not seen workers distressed drone count low egg production stalling and only two honey frames filled.,"[[14, 19, 'QUEEN'], [20, 28, 'HEALTHSTATUS'], [29, 36, 'WORKER'], [48, 53, 'DRONE'], [97, 113, 'HONEYFRAMES'], [114, 120, 'HEALTHSTATUS']]"
110,111th family: Queen healthy workers buzzing efficiently drones ample high egg count and ten honey frames well-stocked.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [88, 104, 'HONEYFRAMES'], [105, 117, 'HEALTHSTATUS']]"
111,112th family: Queen aging workers steady limited drones moderate eggs and seven honey frames nearly complete.,"[[14, 19, 'QUEEN'], [20, 25, 'HEALTHSTATUS'], [26, 33, 'WORKER'], [49, 55, 'DRONE'], [65, 73, 'EGGCOUNT'], [74, 92, 'HONEYFRAMES'], [93, 108, 'HEALTHSTATUS']]"
112,113th family: Queen newly emerged workers adjusting drones building good egg numbers and five honey frames capped.,"[[14, 19, 'QUEEN'], [34, 41, 'WORKER'], [52, 58, 'DRONE'], [68, 84, 'EGGCOUNT'], [89, 106, 'HONEYFRAMES'], [107, 113, 'HEALTHSTATUS']]"
113,114th family: Queen strong worker bees numerous drones healthy eggs abundant and nine frames heavy with honey.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [27, 33, 'WORKER'], [48, 54, 'DRONE'], [63, 76, 'EGGCOUNT'], [81, 92, 'HONEYFRAMES'], [93, 109, 'HEALTHSTATUS']]"
114,115th family: Queen missing workers sluggish few drones eggs scarce and four honey frames underfilled.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [49, 55, 'DRONE'], [61, 67, 'HEALTHSTATUS'], [72, 89, 'HONEYFRAMES']]"
115,116th family: Queen visible workers active drone population good eggs plentiful and eight honey frames filled.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [43, 48, 'DRONE'], [70, 79, 'HEALTHSTATUS'], [90, 109, 'HONEYFRAMES']]"
116,117th family: Queen productive workers industrious drones sufficient high egg production and six frames capped.,"[[14, 19, 'QUEEN'], [20, 30, 'HEALTHSTATUS'], [31, 38, 'WORKER'], [51, 57, 'DRONE'], [69, 88, 'EGGCOUNT'], [93, 103, 'HONEYFRAMES'], [104, 110, 'HEALTHSTATUS']]"
117,118th family: Queen declining workers maintaining drones few egg count low and three honey frames only half full.,"[[14, 19, 'QUEEN'], [30, 37, 'WORKER'], [38, 49, 'HEALTHSTATUS'], [57, 74, 'EGGCOUNT'], [79, 97, 'HONEYFRAMES'], [108, 112, 'HEALTHSTATUS']]"
118,119th family: Queen robust workers bustling drones numerous eggs filling up cells and seven frames brimming with honey.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [27, 34, 'WORKER'], [60, 72, 'EGGCOUNT'], [76, 81, 'BEEPRODUCT'], [86, 98, 'HONEYFRAMES'], [99, 107, 'HEALTHSTATUS'], [113, 118, 'BEEPRODUCT']]"
119,120th family: Queen absent worker morale low drones scarce minimal eggs and two honey frames barely touched.,"[[14, 19, 'QUEEN'], [27, 33, 'WORKER'], [45, 51, 'DRONE'], [52, 58, 'HEALTHSTATUS'], [59, 66, 'BEE'], [67, 75, 'EGGCOUNT'], [76, 92, 'HONEYFRAMES'], [93, 107, 'HEALTHSTATUS']]"
120,122nd family: Queen laying well workers vibrant drones active eggs numerous and nine honey frames topped.,"[[14, 19, 'QUEEN'], [20, 31, 'HEALTHSTATUS'], [32, 39, 'WORKER'], [48, 54, 'DRONE'], [62, 75, 'EGGCOUNT'], [80, 97, 'HONEYFRAMES'], [98, 104, 'HEALTHSTATUS']]"
121,123rd family: Queen old workers steady drone numbers fair eggs moderate and five honey frames filled.,"[[14, 19, 'QUEEN'], [24, 31, 'WORKER'], [39, 44, 'DRONE'], [45, 62, 'HEALTHSTATUS'], [63, 71, 'HEALTHSTATUS'], [76, 93, 'HONEYFRAMES']]"
122,124th family: Queen efficient workers busy good drone activity plentiful eggs and eight frames ready.,"[[14, 19, 'QUEEN'], [20, 29, 'HEALTHSTATUS'], [30, 37, 'WORKER'], [43, 47, 'HEALTHSTATUS'], [48, 53, 'DRONE'], [73, 81, 'EGGCOUNT'], [82, 94, 'HONEYFRAMES']]"
123,125th family: Queen missing workers lethargic low drone count poor egg output and four frames lacking honey.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [50, 55, 'DRONE'], [82, 93, 'HONEYFRAMES'], [94, 107, 'HEALTHSTATUS']]"
124,126th family: Queen visible and healthy workers thriving drones adequate eggs abundant and ten frames densely packed with honey.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [32, 39, 'HEALTHSTATUS'], [40, 47, 'WORKER'], [57, 63, 'DRONE'], [73, 86, 'EGGCOUNT'], [91, 101, 'HONEYFRAMES'], [122, 127, 'BEEPRODUCT']]"
125,127th family: Queen weak workers slow drones few limited egg production and six honey frames partially filled.,"[[14, 19, 'QUEEN'], [20, 24, 'HEALTHSTATUS'], [25, 32, 'WORKER'], [33, 37, 'HEALTHSTATUS'], [38, 44, 'DRONE'], [45, 48, 'FORAGE'], [49, 71, 'EGGCOUNT'], [76, 92, 'HONEYFRAMES']]"
126,128th family: Queen vibrant workers active drones plenty eggs well-laid and eight honey frames capped.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [43, 49, 'DRONE'], [57, 71, 'EGGCOUNT'], [76, 94, 'HONEYFRAMES'], [95, 101, 'HEALTHSTATUS']]"
127,129th family: Queen absent workers disorganized drones minimal eggs scarce and three honey frames underdeveloped.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [27, 34, 'WORKER'], [48, 54, 'DRONE'], [63, 74, 'EGGCOUNT'], [79, 97, 'HONEYFRAMES'], [98, 112, 'HEALTHSTATUS']]"
128,130th family: Queen healthy workers energetic drones ample eggs numerous and seven honey frames fully capped.,"[[14, 19, 'QUEEN'], [28, 35, 'WORKER'], [36, 45, 'HEALTHSTATUS'], [46, 52, 'DRONE'], [59, 72, 'EGGCOUNT'], [77, 95, 'HONEYFRAMES'], [96, 108, 'HEALTHSTATUS']]"
129,131st family: Queen not visible workers distressed drone count low egg production halted and only two honey frames filled.,"[[14, 19, 'QUEEN'], [32, 39, 'WORKER'], [51, 56, 'DRONE'], [82, 88, 'HEALTHSTATUS'], [98, 114, 'HONEYFRAMES'], [115, 121, 'HEALTHSTATUS']]"
130,132nd family: Queen active workers bustling drones numerous eggs plentiful and ten honey frames well-stocked.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [27, 34, 'WORKER'], [51, 64, 'EGGCOUNT'], [65, 74, 'HEALTHSTATUS'], [79, 95, 'HONEYFRAMES']]"
131,134th family: Newly emerged queen workers adjusting drones building good egg numbers and five honey frames capped.,"[[20, 27, 'HEALTHSTATUS'], [28, 33, 'QUEEN'], [34, 41, 'WORKER'], [52, 58, 'DRONE'], [68, 84, 'EGGCOUNT'], [89, 106, 'HONEYFRAMES'], [107, 113, 'HEALTHSTATUS']]"
132,135th family: Queen strong workers busy drones healthy eggs abundant and nine frames heavy with honey.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [27, 34, 'WORKER'], [40, 46, 'DRONE'], [55, 68, 'EGGCOUNT'], [73, 84, 'HONEYFRAMES'], [85, 101, 'HEALTHSTATUS']]"
133,150th family: Queen healthy workers hardworking drones ample eggs prolific with eight honey frames perfectly capped.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [48, 54, 'DRONE'], [55, 74, 'HEALTHSTATUS'], [80, 98, 'HONEYFRAMES']]"
134,151st family: No queen seen worker bees disoriented drones dwindling eggs few with only three frames somewhat full.,"[[17, 22, 'QUEEN'], [28, 34, 'WORKER'], [40, 51, 'HEALTHSTATUS'], [52, 58, 'DRONE'], [69, 77, 'EGGCOUNT'], [88, 100, 'HONEYFRAMES'], [101, 114, 'HEALTHSTATUS']]"
135,152nd family: Queen present worker bees excelling drone count optimal eggs copious and all frames teeming with honey.,"[[14, 19, 'QUEEN'], [28, 34, 'WORKER'], [40, 49, 'HEALTHSTATUS'], [50, 55, 'DRONE'], [75, 82, 'HEALTHSTATUS'], [87, 97, 'HONEYFRAMES'], [111, 116, 'BEEPRODUCT']]"
136,153rd family: Queen robust strong worker activity drones numerous eggs abound and honey frames heavily laden.,"[[14, 19, 'QUEEN'], [27, 33, 'HEALTHSTATUS'], [34, 40, 'WORKER'], [66, 77, 'EGGCOUNT'], [82, 102, 'HONEYFRAMES']]"
137,154th family: Queen present workers active high drone count eggs numerous and eight honey frames topped up.,"[[14, 19, 'QUEEN'], [28, 35, 'WORKER'], [43, 47, 'HEALTHSTATUS'], [48, 53, 'DRONE'], [60, 73, 'EGGCOUNT'], [78, 96, 'HONEYFRAMES'], [97, 103, 'HEALTHSTATUS']]"
138,155th family: No queen detected workers disoriented few drones minimal egg laying and only two honey frames filled.,"[[14, 16, 'HEALTHSTATUS'], [17, 22, 'QUEEN'], [32, 39, 'WORKER'], [56, 62, 'DRONE'], [71, 85, 'EGGCOUNT'], [91, 107, 'HONEYFRAMES'], [108, 114, 'HEALTHSTATUS']]"
139,156th family: Queen healthy workers bustling drones numerous plentiful eggs and ten honey frames well-stocked.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [52, 60, 'HEALTHSTATUS'], [71, 83, 'EGGCOUNT'], [84, 96, 'HONEYFRAMES']]"
140,157th family: Queen aging workers steady limited drones moderate egg production and seven honey frames nearly complete.,"[[14, 19, 'QUEEN'], [20, 25, 'HEALTHSTATUS'], [26, 33, 'WORKER'], [49, 55, 'DRONE'], [65, 79, 'EGGCOUNT'], [90, 102, 'HONEYFRAMES'], [103, 118, 'HEALTHSTATUS']]"
141,158th family: Newly emerged queen workers adjusting building drone numbers good egg production and five honey frames capped.,"[[20, 27, 'HEALTHSTATUS'], [28, 33, 'QUEEN'], [34, 41, 'WORKER'], [42, 60, 'HEALTHSTATUS'], [61, 66, 'DRONE'], [80, 98, 'EGGCOUNT'], [99, 116, 'HONEYFRAMES']]"
142,159th family: Queen strong workers busy healthy drones eggs abundant and nine frames heavy with honey.,"[[14, 19, 'QUEEN'], [27, 34, 'WORKER'], [40, 47, 'HEALTHSTATUS'], [48, 54, 'QUEEN'], [55, 68, 'EGGCOUNT'], [73, 84, 'HONEYFRAMES'], [85, 101, 'HEALTHSTATUS']]"
143,160th family: Queen missing workers sluggish few drones scarce eggs and four honey frames underfilled.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 35, 'WORKER'], [45, 48, 'HEALTHSTATUS'], [49, 55, 'DRONE'], [63, 71, 'EGGCOUNT'], [72, 89, 'HONEYFRAMES']]"
144,161st family: Queen visible active workers good drone population plentiful eggs and eight honey frames filled.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [28, 34, 'HEALTHSTATUS'], [35, 42, 'WORKER'], [48, 53, 'DRONE'], [75, 83, 'EGGCOUNT'], [84, 102, 'HONEYFRAMES']]"
145,162nd family: Queen productive workers industrious sufficient drones high egg production and six frames capped.,"[[14, 19, 'QUEEN'], [20, 30, 'HEALTHSTATUS'], [31, 38, 'WORKER'], [62, 68, 'DRONE'], [74, 88, 'EGGCOUNT'], [93, 103, 'HONEYFRAMES'], [104, 110, 'HEALTHSTATUS']]"
146,163rd family: Queen declining maintaining workers few drones low egg count and three honey frames only half full.,"[[14, 19, 'QUEEN'], [42, 49, 'WORKER'], [50, 53, 'HEALTHSTATUS'], [54, 60, 'DRONE'], [65, 78, 'EGGCOUNT'], [79, 97, 'HONEYFRAMES'], [108, 112, 'HEALTHSTATUS']]"
147,164th family: Queen robust bustling workers numerous drones eggs filling up cells and seven frames brimming with honey.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [36, 43, 'WORKER'], [44, 52, 'HEALTHSTATUS'], [60, 72, 'EGGCOUNT'], [76, 81, 'BEEPRODUCT'], [86, 98, 'HONEYFRAMES'], [113, 118, 'BEEPRODUCT']]"
148,165th family: Queen absent low worker morale scarce drones minimal eggs and two honey frames barely touched.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [27, 30, 'HEALTHSTATUS'], [31, 37, 'WORKER'], [52, 58, 'DRONE'], [67, 75, 'EGGCOUNT'], [76, 92, 'HONEYFRAMES']]"
149,166th family: Queen laying well vibrant workers active drones numerous eggs and nine honey frames topped.,"[[14, 19, 'QUEEN'], [20, 39, 'HEALTHSTATUS'], [40, 47, 'WORKER'], [55, 61, 'DRONE'], [80, 97, 'HONEYFRAMES'], [98, 104, 'HEALTHSTATUS']]"
150,167th family: Queen old steady workers fair drone numbers moderate eggs and five honey frames filled.,"[[14, 19, 'QUEEN'], [20, 23, 'HEALTHSTATUS'], [31, 38, 'WORKER'], [44, 49, 'DRONE'], [50, 71, 'HEALTHSTATUS'], [76, 93, 'HONEYFRAMES']]"
151,168th family: Queen efficient busy workers good drone activity plentiful eggs and eight frames ready.,"[[14, 19, 'QUEEN'], [20, 29, 'HEALTHSTATUS'], [35, 42, 'WORKER'], [48, 53, 'DRONE'], [73, 81, 'EGGCOUNT'], [82, 94, 'HONEYFRAMES'], [95, 100, 'HEALTHSTATUS']]"
152,169th family: Queen missing lethargic workers low drone count poor egg output and four frames lacking honey.,"[[14, 19, 'QUEEN'], [20, 49, 'HEALTHSTATUS'], [50, 55, 'DRONE'], [82, 93, 'HONEYFRAMES'], [94, 107, 'HEALTHSTATUS']]"
153,170th family: Queen visible and healthy thriving workers adequate drones abundant eggs and ten frames densely packed with honey.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [49, 56, 'WORKER'], [57, 65, 'HEALTHSTATUS'], [66, 72, 'DRONE'], [82, 90, 'EGGCOUNT'], [91, 101, 'HONEYFRAMES'], [122, 127, 'BEEPRODUCT']]"
154,171st family: Queen weak slow workers few drones limited egg production and six honey frames partially filled.,"[[14, 19, 'QUEEN'], [30, 37, 'WORKER'], [38, 41, 'HEALTHSTATUS'], [42, 48, 'DRONE'], [57, 71, 'EGGCOUNT'], [76, 92, 'HONEYFRAMES'], [93, 109, 'HEALTHSTATUS']]"
155,172nd family: Queen vibrant active workers plenty of drones well-laid eggs and eight honey frames capped.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [35, 42, 'WORKER'], [53, 59, 'DRONE'], [79, 97, 'HONEYFRAMES'], [98, 104, 'HEALTHSTATUS']]"
156,173rd family: Queen absent disorganized workers minimal drones scarce eggs and three honey frames underdeveloped.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [40, 47, 'WORKER'], [56, 62, 'DRONE'], [70, 78, 'EGGCOUNT'], [79, 97, 'HONEYFRAMES'], [98, 112, 'HEALTHSTATUS']]"
157,174th family: Queen healthy hardworking workers ample drones prolific eggs with eight honey frames perfectly capped.,"[[14, 19, 'QUEEN'], [20, 27, 'HEALTHSTATUS'], [40, 47, 'WORKER'], [48, 53, 'HEALTHSTATUS'], [54, 60, 'DRONE'], [70, 79, 'EGGCOUNT'], [80, 98, 'HONEYFRAMES']]"
158,175th family: No queen seen disoriented worker bees dwindling drones few eggs with only three frames somewhat full.,"[[17, 22, 'QUEEN'], [28, 39, 'HEALTHSTATUS'], [40, 46, 'WORKER'], [52, 61, 'HEALTHSTATUS'], [69, 77, 'EGGCOUNT'], [88, 100, 'HONEYFRAMES']]"
159,176th family: Queen present excelling worker bees optimal drone count copious eggs and all frames teeming with honey.,"[[14, 19, 'QUEEN'], [38, 44, 'WORKER'], [58, 63, 'DRONE'], [70, 82, 'HEALTHSTATUS'], [87, 97, 'HONEYFRAMES'], [98, 105, 'HEALTHSTATUS'], [111, 116, 'BEEPRODUCT']]"
160,177th family: Queen robust strong worker activity numerous drones eggs abound and honey frames heavily laden.,"[[14, 19, 'QUEEN'], [27, 33, 'HEALTHSTATUS'], [34, 40, 'WORKER'], [50, 58, 'HEALTHSTATUS'], [59, 65, 'DRONE'], [66, 77, 'EGGCOUNT'], [82, 102, 'HONEYFRAMES']]"
161,178th family: Newly mated queen adjusting workers increasing drone activity beginning egg population with five frames nearing capacity.,"[[14, 19, 'QUEEN'], [26, 31, 'QUEEN'], [42, 49, 'WORKER'], [61, 66, 'DRONE'], [86, 110, 'EGGCOUNT'], [118, 134, 'HEALTHSTATUS']]"
162,179th family: Queen in decline managing workers few drones dwindling eggs with four frames only half full.,"[[14, 19, 'QUEEN'], [40, 47, 'WORKER'], [48, 51, 'HEALTHSTATUS'], [52, 58, 'DRONE'], [79, 90, 'HONEYFRAMES'], [101, 105, 'HEALTHSTATUS']]"
163,180th family: Queen energetic industrious workers well-counted drones numerous eggs with nine frames rich in honey.,"[[14, 19, 'QUEEN'], [42, 49, 'WORKER'], [50, 62, 'HEALTHSTATUS'], [79, 93, 'EGGCOUNT'], [101, 105, 'HEALTHSTATUS'], [109, 114, 'BEEPRODUCT']]"
164,181st family: Queen absent unmotivated workers sparse drones few eggs found and three frames barely capped.,"[[14, 19, 'QUEEN'], [39, 46, 'WORKER'], [47, 53, 'HEALTHSTATUS'], [54, 60, 'DRONE'], [61, 75, 'EGGCOUNT'], [80, 92, 'HONEYFRAMES'], [93, 106, 'HEALTHSTATUS']]"
165,182nd family: Queen laying efficiently active workers healthy drones plentiful eggs and seven honey frames well-stocked.,"[[14, 19, 'QUEEN'], [27, 45, 'HEALTHSTATUS'], [46, 53, 'WORKER'], [62, 68, 'DRONE'], [79, 93, 'EGGCOUNT'], [94, 106, 'HONEYFRAMES'], [107, 119, 'HEALTHSTATUS']]"
166,183rd family: Queen aging steady workers reduced drones moderate eggs with six frames filled with honey.,"[[14, 19, 'QUEEN'], [20, 25, 'HEALTHSTATUS'], [33, 40, 'WORKER'], [49, 55, 'DRONE'], [65, 78, 'EGGCOUNT'], [86, 92, 'HEALTHSTATUS'], [98, 103, 'BEEPRODUCT']]"
167,184th family: Queen productive busy workers ample drones high egg count and eight frames brimming with honey.,"[[14, 19, 'QUEEN'], [20, 30, 'HEALTHSTATUS'], [36, 43, 'WORKER'], [44, 49, 'HEALTHSTATUS'], [50, 56, 'DRONE'], [57, 71, 'EGGCOUNT'], [76, 88, 'HONEYFRAMES'], [103, 108, 'BEEPRODUCT']]"
168,185th family: Queen not found minimal worker activity down drone count slow egg production and two frames needing attention.,"[[14, 19, 'QUEEN'], [20, 29, 'HEALTHSTATUS'], [38, 44, 'WORKER'], [59, 64, 'DRONE'], [71, 90, 'HONEYFRAMES'], [95, 105, 'HONEYFRAMES'], [106, 123, 'HEALTHSTATUS']]"
169,186th family: Queen vibrant numerous worker bees adequate drones eggs filling up and ten honey frames topped off.,"[[14, 19, 'QUEEN'], [28, 36, 'HEALTHSTATUS'], [37, 43, 'WORKER'], [58, 64, 'QUEEN'], [85, 101, 'HONEYFRAMES'], [102, 112, 'HEALTHSTATUS']]"
170,187th family: Queen struggling workers doing their best few drones low egg count with five frames partially filled.,"[[14, 19, 'QUEEN'], [20, 30, 'HEALTHSTATUS'], [31, 38, 'WORKER'], [60, 66, 'DRONE'], [71, 85, 'EGGCOUNT'], [86, 97, 'HONEYFRAMES'], [98, 114, 'HEALTHSTATUS']]"
171,188th family: Queen excellent performing well workers plentiful drones well-laid eggs and all seven honey frames capped and ready.,"[[14, 19, 'QUEEN'], [46, 53, 'WORKER'], [64, 70, 'DRONE'], [71, 85, 'HEALTHSTATUS'], [94, 112, 'HONEYFRAMES'], [113, 119, 'HEALTHSTATUS']]"
172,189th family: Queen recently seen active worker bees steady drone population plentiful eggs with nine honey frames nearly ready.,"[[14, 19, 'QUEEN'], [29, 40, 'HEALTHSTATUS'], [41, 47, 'WORKER'], [53, 59, 'HEALTHSTATUS'], [60, 65, 'DRONE'], [87, 101, 'EGGCOUNT'], [102, 127, 'HONEYFRAMES']]"
173,190th family: Queen missing lethargic workers disappearing drones scarce eggs and only three frames showing some honey.,"[[14, 19, 'QUEEN'], [20, 58, 'HEALTHSTATUS'], [59, 65, 'DRONE'], [66, 77, 'HEALTHSTATUS'], [87, 99, 'HONEYFRAMES'], [113, 118, 'BEEPRODUCT']]"
174,191st family: Queen healthy efficient workers numerous drones prolific eggs and eight frames fully stocked with honey.,"[[14, 19, 'QUEEN'], [20, 37, 'HEALTHSTATUS'], [38, 45, 'WORKER'], [55, 61, 'DRONE'], [71, 75, 'HEALTHSTATUS'], [80, 92, 'HONEYFRAMES'], [112, 117, 'BEEPRODUCT']]"
175,192nd family: Queen vibrant energetic workers active drones abundant eggs and ten frames filled to capacity.,"[[14, 19, 'QUEEN'], [20, 37, 'HEALTHSTATUS'], [38, 45, 'WORKER'], [53, 59, 'DRONE'], [69, 77, 'EGGCOUNT'], [78, 88, 'HONEYFRAMES'], [89, 95, 'HEALTHSTATUS']]"
176,193rd family: Queen absent disorganized workers scarce drones few eggs laid and five honey frames poorly stocked.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [40, 47, 'WORKER'], [62, 75, 'EGGCOUNT'], [80, 97, 'HONEYFRAMES'], [98, 112, 'HEALTHSTATUS']]"
177,194th family: Queen observed workers efficient drones active high egg count and eight honey frames fully utilized.,"[[14, 19, 'QUEEN'], [29, 36, 'WORKER'], [47, 53, 'DRONE'], [61, 75, 'EGGCOUNT'], [86, 113, 'HONEYFRAMES']]"
178,195th family: Queen not visible workers distressed drone count low minimal eggs and three honey frames empty.,"[[14, 19, 'QUEEN'], [24, 31, 'HEALTHSTATUS'], [32, 39, 'WORKER'], [51, 56, 'DRONE'], [75, 83, 'EGGCOUNT'], [84, 102, 'HONEYFRAMES'], [103, 108, 'HEALTHSTATUS']]"
179,196th family: Queen strong workers active ample drones plentiful eggs and ten honey frames brimming.,"[[14, 19, 'QUEEN'], [20, 26, 'HEALTHSTATUS'], [27, 34, 'WORKER'], [42, 47, 'HEALTHSTATUS'], [48, 54, 'DRONE'], [65, 77, 'EGGCOUNT'], [78, 99, 'HONEYFRAMES']]"
180,197th family: Queen aging steady workers few drones moderate eggs and six honey frames nearing capacity.,"[[14, 19, 'QUEEN'], [20, 25, 'HEALTHSTATUS'], [26, 32, 'HEALTHSTATUS'], [33, 40, 'WORKER'], [45, 51, 'DRONE'], [61, 69, 'EGGCOUNT'], [70, 86, 'HONEYFRAMES']]"
